outcome_categorical,1,2,3,4,5,outcome_cont,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1,0,0,410,0,0.0,1307.76,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,2,3,0,0,0,0,0,1,0,0,14.0,43.592,14.0,category one
0,0,0,205,205,0.0,4827.18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,10.0,26.81766667,10.0,category one
0,0,0,0,0,0.0,10378.52,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6,1,0,0,0,0,5,3,0,0,0,4,4,0,0,0,0,0,0,0,1,10.0,49.40311111,10.0,category two
0,0,0,50,100,0.0,11863.83,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,2,2,0,0,0,0,0,1,0,0,10.0,65.91016667,10.0,category one
0,0,0,102,102,0.0,165.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,2,2,2,2,0,0,0,0,0,0,10.0,0.916666667,10.0,category one
0,0,0,0,0,0.0,8453.48,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10.0,46.96377778,10.0,category one
1,0,0,0,214,1481.03,4252.97,2,3,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,3,0,0,1,0,0,0,2,0,0,0,1,0,1,10.0,37.18678571,10.0,category two
0,0,0,0,0,3.0,7983.43,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10.0,44.35238889,10.0,category one
0,0,0,0,47,0.0,13.98,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,1,2,0,1,0,0,0,1,0,0,10.0,0.07766666700000001,10.0,category one
1,0,1,0,3050,0.0,15.0,4,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,3,0,0,1,8,1,15,0,0,3,2,3,0,1,0,0,0,1,0,0,10.0,0.107913669,10.0,category one
1,0,0,55,0,0.0,1115.13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,10.0,7.637876712000001,10.0,category one
